sentiment,text,clean_text
neutral,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",rapala tournament fishing  with all the major titles already out for the holidays  bargainpriced games such as rapala aim for a smaller audience
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .",regulatory news  the nomination committee of cybercom  sto  cybe   which is unanimous in its proposal  proposes the election of jon risfelt as the new chairman of the board
neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",rfid  radio frequency identification  is a method of socalled intelligent transport  whereby information can be read and saved remotely
neutral,"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services .",rk group  headquartered in vantaa  finland  is one of europe s leading machinery rental services
positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",russia s top container shipping group  fesco  and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries  fesco said in a statement
neutral,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",sp has kept its  sell  rating  while nordea and ubs have reaffirmed their  buy  recommendations
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",sanoma also has an executive committee  in accordance with the company s articles of association  that prepares proposals for matters to be decided or noted by the board of directors
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",sarantel  based in wellingborough  uk  designs highperformance antennas for portable wireless devices
positive,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,shareholders of rakvere lihakombinaat decided in favor of the buyout of minority shares in midjuly
neutral,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,shares will be acquired in accordance with section  of the rules of nasdaq omx helsinki and other rules applicable to the acquisition of own shares
neutral,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",she will succeed krister kylas  who has decided to leave teliasonera
neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,shuweihat  got under way in july  when the project was awarded to desalination and power contractors
neutral,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",simmons elected dcuc chairman portsmouth  nhgordon a simmons  ceo of service credit union  has been elected chairman of the defense credit union council for the  term
neutral,South America and Asia are other promising markets .,south america and asia are other promising markets
neutral,Sponda plans to renovate old real estate and develop new property .,sponda plans to renovate old real estate and develop new property
neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,stock exchange release   sanoma has published its annual report and financial statements for  and its first corporate responsibility report
neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",stockholmbased nordea bank  sto  nda  said yesterday it had hired casper von koskull to lead its corporate merchant banking and capital markets unit  effective  september
neutral,"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",stonesoft is a global provider of proven  next generation solutions that simplify network security management
neutral,Strategic and operational business information is objectively reported .,strategic and operational business information is objectively reported
neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",swedish  finnish and danish listed companies are organized in three market cap segments  nordic large cap  mid cap and small cap
neutral,Symphony Services provides development services for Aldata GOLD .,symphony services provides development services for aldata gold
positive,Technopolis is Europe 's leading operator of technoparks .,technopolis is europe s leading operator of technoparks
neutral,Technopolis 's technological centers supply their clients with modern high-class premises .,technopolis s technological centers supply their clients with modern highclass premises
neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",tekla provides d software for building and infrastructure engineering  with a focus on building information modelling of steel and concrete structures from design to construction
neutral,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",teleste s hybrid tv solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions  including hfc  hybrid fibrecoaxial   xdsl  etth  and ftth
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .,the adjustment measures will be carried out in phases to secure the delivery capability
neutral,The agreement is valid for four years .,the agreement is valid for four years
neutral,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",the alliance aims to tap pocketable mobile computers  netbooks  tablets  mediaphones  connected tvs and invehicle infotainment systems
neutral,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,the availability of the internet services is highlighted in the service offer of kesko s kgroup stores
neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",the broker started upmkymmene  stora enso and sappi with  equalweight  recommendations and holmen and norske skog with  underweight  ratings
neutral,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",the building complex consists of highquality office and retail space totalling  square metres  the company said
neutral,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",the business has sales of about  euro   million   million   and has been responsible for sales and marketing of lanxess s paper chemicals business  which kemira bought for  euro   million early this year  cw  jan   p
neutral,The business section also includes Ahlstrom 's sustainability report .,the business section also includes ahlstrom s sustainability report
neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",the center offers a comprehensive range of device design services spanning from electronics  mechanics and software design to a full range of testing laboratory services
neutral,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,the commission said the hydrogen peroxide and pbs market was worth about  million euros in
neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",the company designs  manufactures and markets highquality clothing  interior decoration textiles  bags and other accessories
neutral,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",the company designs and manufactures highquality clothing  interior decoration textiles  bags  and other accessories
neutral,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",the company has delivered the technical infrastructure  used by nav for their data warehouse and business intelligence initiatives
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",the company is now withdrawing the second part  eur  mn  of the investment commitment
neutral,The company is presently examining whether the project would be financially feasible .,the company is presently examining whether the project would be financially feasible
neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,the company is studying the feasibility of focusing most of its processed meat production in the vantaa facilities and the processing of fresh meat in the forssa facilities
positive,The company 's strength is its Apetit brand .,the company s strength is its apetit brand
neutral,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,the company said shareholders will be able to vote on the agreement at an egm scheduled for later this month
neutral,The company specialises in temporary electrification and heating at construction sites .,the company specialises in temporary electrification and heating at construction sites
positive,"The competition was received with great enthusiasm by the employees , he goes on .",the competition was received with great enthusiasm by the employees  he goes on
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",the cooperation will involve arena partners buying a   share of the new joint venture company  operating in alma media s home sales  vehicle and consumer advertising marketplace businesses
neutral,The deliveries started in April 2006 and will be completed in 2007 .,the deliveries started in april  and will be completed in
neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,the desk will reach its full planned strength of ten persons in autumn
neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",the dividend is payable on february    to shareholders of record on january
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",the dividend will be paid on april    to each of the shareholders who on the record date of april    have been entered in the list of shareholders kept by the finnish central securities depository ltd
positive,The effect of the savings will be noticeable as of the beginning of 2010 .,the effect of the savings will be noticeable as of the beginning of
neutral,The effect of the savings will be noticeable from the beginning of 2010 .,the effect of the savings will be noticeable from the beginning of
neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",the endtoend delivery combines the competencies and services from tietoenators telecom  media  processing  network and digital innovations business areas
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,the eur  million nonrecurring expenses have been recorded for the third quarter
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,the event can be followed online via orion s finnish homepage at wwworionfi as well as via the kauppalehti live web service at wwwkauppalehtifilive
neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,the extraordinary general meeting is expected to take place no later than  february
neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",the first installment of the cinema series concludes with a profile of finnish inventor olavi linden  whose personal artistic journey and work at fiskars has led to dozens of design awards
neutral,The first of the two project phases is expected to be completed by the end of 2012 .,the first of the two project phases is expected to be completed by the end of
neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",the group also plans to launch the  room atria grand  whitefield  a five star luxury hotel  in
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars  in the east of the country  where it already operates a hook manufacturing and distribution unit
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",the group owns and operates a fleet of more than dwt  while container capacity is  teus  and manages a diversified fleet of its own railway rolling stock of over  units
neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",the handset also features a media bar for quick access to favorite media and applications  including music  photos  youtube or ovi share
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",the hayward  califbased target designs active  casual and dress footwear  as well as boots and sandals
neutral,"The important thing now is to keep the bank 's existing 15,000 customers .",the important thing now is to keep the bank s existing  customers
neutral,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",the innova  building will be located close to downtown  in the immediate vicinity of paviljonki and the travel center  and within walking distance from the heart of the city thanks to the trade fair bridge
neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,the interchange of editorsinchief is a part of publisher s goal to enhance job circulation in all personnel groups
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,the joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms
neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .,the kyroskoski investment is to be completed in late  and the nekoski investment in the spring of
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",the lemminkainen group  headquartered in helsinki  finland  operates in all sectors of the construction industry  civil engineering  building contracting  technical building services and the building materials industry
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",the lemminkainen group  headquartered in helsinki  finland operates in all sectors of the construction industry  civil engineering  building contracting  technical building services and the building materials industry
neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",the marubeni group focuses on creating  value chain  from upstream to downstream  encompassing a wide variety of business fields  including oil  gas  metals  mineral resources  foods  pulp  paper and chemicals  among others
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",the most interesting export markets will be russia  the baltic countries and scandinavia
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",the most popular mobile data services are email  surfing the internet  as well as news and weather services
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,the new b shares carry the right to dividend and other shareholder rights with effect from today
neutral,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,the objective of the st petersburg office is first to boost the company s maintenance business
neutral,The office space will rise above the remodeled Cannon Street underground station .,the office space will rise above the remodeled cannon street underground station
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .",the official opening of the office  located in prague  will be celebrated on may
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,the oil shale feedersupply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel enefit shale oil technology processing plant
neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",the operator is one of  operators to have been granted a wimax license in taiwan  and hopes to be the first to launch commercial services in early
neutral,"The opportunity will be available only for few employees , however .",the opportunity will be available only for few employees  however
neutral,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",the order includes a steel frame  loadbearing roof structures and partition wall elements  and rautaruukki said it expects to complete installation as early as may next year
neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,the oxyview pulse oximeter is a common device to check patient bloodoxygen saturation level and pulse rate
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,the plant would use palm oil certified by the roundtable on sustainable palm oil  rspo
neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",the port operator  however  favors retaining the port fees in   citing the owner  the governemtn of estonia  commiting the port to pay eek mn  eur  mn usd  mn  in dividends to the state in  and another eek mn in
positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,the price for logs has clearly improved from  and also the price of pulpwood has gone up
neutral,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,the product s frontedge folding maximizes weather resilience and enables a seamless roof finish
neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",the program included operational improvements and reductions in personnel  mainly in the netherlands
neutral,The project is expected to be completed in 2009 .,the project is expected to be completed in
neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",the reason for this is st petersburg status as a capital  one of the participants in the meeting quoted chikunov as saying
neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",the report goes on to provide detailed profiles of ten leading european specialty chemicals companies  and brief profiles of other major players
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",the report profiles  companies including many key and niche players worldwide such as black  decker corporation  fiskars corporation  fiskars brands  inc  husqvarna outdoor products inc  ks group  ryobi technologies  inc  the scotts miraclegro company  and van group  inc
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",the report profiles  companies including many key and niche players worldwide such as black  decker corporation  fiskars corporation  fiskars brands  inc  husqvarna outdoor products inc  ks group  ryobi technologies  inc  the scotts miraclegro company  and van group  inc
neutral,"The Russian government will contribute 20 % of the necessary funds , he said .",the russian government will contribute   of the necessary funds  he said
neutral,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",the sale will allow campofrio to focus on its recently announced takeover of groupe smithfield holdings  the european unit of smithfield foods inc  sfd  of the us
neutral,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",the scope of the project is to find the most costefficient method for phosphorous removal and to deliver the storing and dosing equipment  which can be used in continuous operation at the plants
neutral,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones
neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,the service developed by digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools
neutral,The share of the share capital of both above mentioned shareholders remains below 5 % .,the share of the share capital of both above mentioned shareholders remains below
neutral,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",the shares shall be repurchased through public trading  for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders
neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,the shipyard hopes the regional government in andalusia can offer its some form of financial support
positive,The shopping center will have a prime location right next to the Myllypuro metro station .,the shopping center will have a prime location right next to the myllypuro metro station
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,the solutions will be used for upgrading the networks of a russian mso in  different cities in russia
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",the stonegate product family was designed to provide the full benefits of a unified management system including shared logging  reporting and auditing
neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,the subsidiary is setting up a facility for manufacturing highdensity interconnection printed circuit boards or pcbs at nokia s special economic zone at sriperumbudur near chennai
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",the subsidiary will be responsible for filter sales  local assembly of filters and after market services in china
neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",the total number of shares in the company will be  innofactor group innofactor offers its customers comprehensive solutions in the microsoft environment
neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,the total value of the project is valued at sek bn  eur  bn usd  bn
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .,the trade is in accordance with the agreement announced on  march
positive,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,the training modules aim at strengthening the public accounting abilities and fulfilling communal project management
neutral,The transaction is expected to be completed next spring .,the transaction is expected to be completed next spring
neutral,The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,the trucks feature an eco drive system  a fuel measuring tool which stores data particular to individual drivers
neutral,The veneer and plywood industry in Sweden is quite small despite the raw material resources .,the veneer and plywood industry in sweden is quite small despite the raw material resources
neutral,The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,the writing and publication of lemminkinen  s history is a continuation of earlier collaboration between antti tuuri and the company
neutral,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",these products include personal communications products such as mobile phones and their parts  home communications products such as settop boxes and electronics for flat panel tvs as well as communications networks products such as basestations  towertop amplifiers  and microwave systems
neutral,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",they re in a race with google to get lots of users onto their service as social networking creates new business models  said martin garner  a londonbased analyst with ccs insight
neutral,This beauty is an updated version of her chichi loop shade launched in 2001 .,this beauty is an updated version of her chichi loop shade launched in
positive,Through this transaction we are able to participate in developing the industry .,through this transaction we are able to participate in developing the industry
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",thus the group s balance sheet will have about eur  m of goodwill  the company added
neutral,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",to check them out or to make a bid they will be in the deka showroom  fortitude valley
neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,tracker g is a gps collar for hunting dogs allowing to monitor the dog s position and movements with a map application for mobile phones
neutral,Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,ulefos group is the leading supplier of manhole covers in the nordic countries
positive,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",upgrades include a five megapixel camera  voice control  and what looks to be an optical mouse instead a dpad  an upgrade clickhappy s has needed forever
positive,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,upmkymmene is one of the world s leading printing paper producers with production in  countries and a sales network covering more than  companies
neutral,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company
neutral,Uponor maintains its full-year guidance for 2010 .,uponor maintains its fullyear guidance for
neutral,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",utah s capital wanted to be the next us headquarters of amer sports corp  a skiequipment company
neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",vaisala oyj stock exchange release  klo      the annual general meeting of vaisala oyj decided on march    to approve the company s annual accounts for
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,we are pleased to invite you to join mreal s international conference call at  pm eet
positive,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",we warmly welcome him to satama   states jussi lansio  chairman of the board
neutral,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement
neutral,What would you like to see changed on Nokia 's next attempt ?,what would you like to see changed on nokia s next attempt
neutral,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",when completed  the meter watchtower will be the highest building in ireland
neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",viking will pay eur  million for the new ship  which will be completed in january
neutral,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",with the basware connectivity services  companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice
neutral,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",wwwcountryelementscouk designed by patricia burt  this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes
neutral,You are warmly welcome !,you are warmly welcome
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,approval by shareholders of cencorp in accordance with finnish law
neutral,"Tikkurila has an interesting growth strategy , which we support .",tikkurila has an interesting growth strategy  which we support
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,assa abloy kaupthing bank gave a  neutral  recommendation and a share price target of  crowns     euro on swedish lock maker assa abloy ab
positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",ruukki has experience of logistics construction  competence in project management and also has the best references in terms of steel frame production and installation   says onodi stefan  general manager of arxikon construction company srl  which is ruukki s customer
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',the investment in matkavekka has been reasonable for investors in capman funds
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",as a part of the eseries business promise  the nokia e has been equipped with a variety of email solutions in a small and stylised package   said dave grannan  general manager  enterprise solutions  nokia
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",as defences mature  attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing  screen shots  video captures  keylogging and injection of form fields
positive,`` I warmly welcome Michael Frei to Outotec .,i warmly welcome michael frei to outotec
neutral,`` Nokia is just interested in bring Nokia to the market . '',nokia is just interested in bring nokia to the market
neutral,`` Our aim is to understand different traffic patterns based on the use of each building .,our aim is to understand different traffic patterns based on the use of each building
neutral,`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,our approach is very much to only use raw materials that are produced in line with the principles of sustainable development
neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,our vaalipalveluservice was especially developed for use by communities and organizations
neutral,`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',rapala is excited to be partnering with rbff and other industry leaders on this holiday promotion
neutral,`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,small well targeted acquisitions have played an important role in executing satama s strategy in the past couple of years
neutral,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,social networking and locationbased service trends comprise a significant share of the internet traffic today and are appealing to mid users
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",the acquisition of sampo bank makes strategic sense for db   says lindsey liddell  director of fitch ratings s financial institutions group
neutral,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",the bond gathered subscriptions from some  investors and the issued amount can be considered substantial taking into account the main target group  retail investors   citycon cfo eero sihvonen said
positive,`` The CHF is a great product .,the chf is a great product
neutral,`` The flex is a small price to pay for happy lenders . '',the flex is a small price to pay for happy lenders
neutral,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for webbased service to your wireless handset   he wrote
positive,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",the intel atom processor has had tremendous success in the marketplace since its launch over  years ago   said pankaj kedia  director of global ecosystem programs for intel corp s ultra mobility group
neutral,"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",tom doring has a long and successful career in the drives business  and he knows the american market
positive,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",we have significant experience in smartphone functionality  in the development of mobile internet services  and in uniting the two into a smooth user experience
neutral,`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,with this new version it is very important for us to introduce a bim process that is based on the detailed building information model
neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,dinner the conference program can also be viewed as a live audio webcast through the internet pages at wwwcityconcom
neutral,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",g data subscribers are also helping to maintain these growth levels  since dataonly subscriptions push for more multiple sim ownership
neutral,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,october   finnish paints and coatings company tikkurila oyj hel  tikv announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products
neutral,A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,a cut above bring the outdoors in with these birchbranch coasters
